roomID,title,artist
18,"Three Female Witnesses","Peter Paul Rubens"
19,"A Scene on the Ice near a Town","Hendrick Avercamp"
19,"A Winter Scene with Skaters near a Castle","Hendrick Avercamp"
19,"A River Scene with a Large Ferry","Jan van de Cappelle"
19,"A Shipping Scene with a Dutch Yacht firing a Salute","Jan van de Cappelle"
19,"A Herdsman with Five Cows by a River","Aelbert Cuyp"
19,"A Landscape with Horseman, Herders and Cattle","Aelbert Cuyp"
19,"River Landscape with Horseman and Peasants","Aelbert Cuyp"
19,"The Large Dort","Aelbert Cuyp"
19,"The Maas at Dordrecht in a Storm","Aelbert Cuyp"
19,"The Small Dort","Aelbert Cuyp"
19,"Ubbergen Castle","Aelbert Cuyp"
19,"The Avenue at Middelharnis","Meindert Hobbema"
19,"An Extensive Landscape with a Road by a River","Philips Koninck"
19,"Landscape with Cattle and a Woman by a Stream","Paulus Potter"
19,"A Pool surrounded by Trees","Jacob van Ruisdael"
19,"A View of Deventer seen from the North-West","Salomon van Ruysdael"
19,"Dutch Boats in a Gale ('The Bridgewater Sea Piece')","Joseph Mallord William Turner"
19,"A Farm with a Dead Tree","Adriaen van de Velde"
19,"A Dutch Ship, a Yacht and Smaller Vessels in a Breeze","Willem van de Velde"
19,"A Small Dutch Vessel close-hauled in a Strong Breeze","Willem van de Velde"
19,"Three Ships in a Gale","Willem van de Velde"
20,"Tavern Scene","Adriaen Brouwer"
20,"Portrait of a Man","Flemish"
20,"Portrait of Lucas Fayd'herbe","Pieter Franchoijs"
20,"Portrait of a Lady in Black Satin with a Fan","Bartholomeus van der Helst"
20,"Portrait of a Lady","Cornelius Johnson"
20,"Portrait of Cornelis van Diest and his Wife","Jacob Jordaens"
20,"Self Portrait","Jan Lievens"
20,"Portrait of a Girl","Isaack Luttichuys"
20,"Portrait of a Boy aged 11","Jacob van Oost the Elder"
20,"A Landscape with a Shepherd and his Flock","Peter Paul Rubens"
20,"A Shepherd with his Flock in a Woody Landscape","Peter Paul Rubens"
20,"A View of Het Steen in the Early Morning","Peter Paul Rubens"
20,"A Wagon fording a Stream","Peter Paul Rubens"
20,"The Watering Place","Peter Paul Rubens"
20,"Christ Crowned with Thorns","David Teniers the Younger"
20,"Peasants playing Bowls outside a Village Inn","David Teniers the Younger"
21,"Charity","Anthony van Dyck"
21,"Lady Elizabeth Thimbelby and her Sister","Anthony van Dyck"
21,"Lord John Stuart and his Brother, Lord Bernard Stuart","Anthony van Dyck"
21,"Portrait of a Woman and Child","Anthony van Dyck"
21,"Portrait of Cornelis van der Geest","Anthony van Dyck"
21,"Portrait of François Langlois","Anthony van Dyck"
21,"Portrait of G.B. Cattaneo Della Volta","Anthony van Dyck"
21,"Portrait of George Gage with Two Attendants","Anthony van Dyck"
21,"Portrait of I. Cattaneo Della Volta Imperiale","Anthony van Dyck"
21,"Portrait of the Abbot Scaglia","Anthony van Dyck"
21,"Rinaldo and Armida","Anthony van Dyck"
21,"St Ambrose barring Theodosius from Milan Cathedral","Anthony van Dyck"
21,"The Abbot Scaglia adoring the Virgin and Child","Anthony van Dyck"
21,"Prince Charles Louis, Count Palatine","Anthony van Dyck"
21,"Prince Rupert, Count Palatine","Anthony van Dyck"
22,"A Bearded Man in a Cap","Rembrandt"
22,"A Franciscan Friar","Rembrandt"
22,"A Woman bathing in a Stream","Rembrandt"
22,"An Elderly Man as Saint Paul","Rembrandt"
22,"Anna and the Blind Tobit","Rembrandt"
22,"Belshazzar's Feast ","Rembrandt"
22,"Ecce Homo","Rembrandt"
22,"Portrait of Aechje Claesdr.","Rembrandt"
22,"Portrait of Hendrickje Stoffels","Rembrandt"
22,"Portrait of Jacob Trip","Rembrandt"
22,"Portrait of Margaretha de Geer, Wife of Jacob Trip","Rembrandt"
22,"Portrait of Philips Lucasz.","Rembrandt"
22,"Saskia van Uylenburgh in Arcadian Costume","Rembrandt"
22,"Self Portrait at the Age of 63","Rembrandt"
22,"The Lamentation over the Dead Christ","Rembrandt"
22,"The Woman taken in Adultery","Rembrandt"
22,"An Old Man in an Armchair","Rembrandt"
22,"Portrait of Margaretha de Geer, Wife of Jacob Trip","Rembrandt"
22,"A Man seated reading at a Table in a Lofty Room","Rembrandt"
23,"Flowers in a White Stone Vase","Dirck de Bray"
23,"A Banquet Still Life","Floris van Dijck"
23,"Still Life with Cheese, Fruit, Bread and Nuts","Floris van Dijck"
23,"An Estuary with Fishing Boats and Two Frigates","Jan van Goyen"
23,"A Party at Table","Dirck Hals"
23,"Portrait of a Man in his Thirties","Frans Hals"
23,"Portrait of a Woman with a Fan","Frans Hals"
23,"Portrait of Jean de la Chambre at the Age of 33","Frans Hals"
23,"Young Man holding a Skull (Vanitas)","Frans Hals"
23,"Young Woman with a Display of Fruit and Vegetables","Frans Hals"
23,"Still Life with a Lobster","Willem Claesz. Heda"
23,"Still Life: Pewter and Silver Vessels and a Crab","Willem Claesz. Heda"
23,"A Boy and a Girl with a Cat and an Eel","Judith Leyster"
23,"A Young Man and Woman making Music","Jan Miense Molenaer"
23,"Two Boys and a Girl making Music","Jan Miense Molenaer"
23,"An Alchemist","Adriaen van Ostade"
23,"The Interior of an Inn","Adriaen van Ostade"
23,"The Outskirts of a Village, with a Horseman","Isack van Ostade"
23,"A Landscape with a Ruined Castle and a Church","Jacob van Ruisdael"
23,"A Road winding between Trees towards a Distant Cottage","Jacob van Ruisdael"
23,"A Ruined Castle Gateway","Jacob van Ruisdael"
23,"An Extensive Landscape with Ruins","Jacob van Ruisdael"
23,"Two Watermills and an Open Sluice at Singraven","Jacob van Ruisdael"
23,"Vessels in a Fresh Breeze","Jacob van Ruisdael"
23,"A River with Fishermen drawing a Net","Salomon van Ruysdael"
23,"The Interior of a Stable","Philips Wouwerman"
24,"Lot and his Daughters","Abraham Bloemaert"
24,"An Astronomer","Ferdinand Bol"
24,"A Man playing a Lute","Hendrick ter Brugghen"
24,"Jacob reproaching Laban","Hendrick ter Brugghen"
24,"The Concert","Hendrick ter Brugghen"
24,"The Preaching of Saint John the Baptist","Cornelis van Haarlem"
24,"Two Followers of Cadmus devoured by a Dragon","Cornelis van Haarlem"
24,"Saint Sebastian","Gerrit van Honthorst"
24,"Juno discovering Jupiter with Io","Pieter Lastman"
24,"The Rest on the Flight into Egypt","Pieter Lastman"
24,"The Adoration of the Kings","Bartholomaeus Spranger"
24,"The Judgement of Paris","Joachim Wtewael"
24,"The Raising of Lazarus","Joachim Wtewael"
25,"Still Life with Strawberries, Gooseberries and Asparagus","Adriaen Coorte"
25,"Still Life with Apples and a Pomegranate","Gustave Courbet"
25,"Still Life with Drinking-Horn","Willem Kalf"
25,"Still Life with Lemons and Oranges","Luis Meléndez"
25,"Still Life with Oranges and Walnuts","Luis Meléndez"
25,"Still Life","Claude Monet"
25,"Still Life with Oysters","Philippe Rousseau"
25,"Still Life with a Pewter Flagon and Two Ming Bowls","Jan Jansz. Treck"
25,"Vanitas Still Life","Jan Jansz. Treck"
26,"The Amazement of the Gods","Hans von Aachen"
26,"Christ carried to the Tomb","Sisto Badalocchio"
26,"Christ appearing to Saint Anthony Abbot","Annibale Carracci"
26,"Christ appearing to Saint Peter on the Appian Way","Annibale Carracci"
26,"The Dead Christ Mourned ('The Three Maries')","Annibale Carracci"
26,"The Holy Family with the Infant Saint John the Baptist","Annibale Carracci"
26,"The Marriage of the Virgin","Ludovico Carracci"
26,"The Vision of Saint Jerome","Domenichino"
26,"The Baptism of Christ","Adam Elsheimer"
26,"The Dead Christ mourned by Two Angels","Guercino"
26,"The Presentation of Jesus in the Temple","Guercino"
26,"The Coronation of the Virgin","Guido Reni"
26,"The Coronation of the Virgin","Johann Rottenhammer"
26,"Moses defending the Daughters of Jethro","Carlo Saraceni"
26,"The Holy Family","Bartolomeo Schedoni"
27,"Pan pursuing Syrinx","Hendrick van Balen the Elder"
27,"A Man and a Youth ploughing with Oxen","Nicolaes Berchem"
27,"A View on the Tiber","Jan Both"
27,"The Finding of the Infant Moses by Pharaoh's Daughter","Bartholomeus Breenbergh"
27,"Diana and Callisto","Paul Bril"
27,"Landscape with Travellers and Peasants on a Track","Jan Brueghel the Elder"
27,"The Adoration of the Kings","Jan Brueghel the Elder"
27,"Landscape with Tobias laying hold of the Fish","Domenichino"
27,"Saint George killing the Dragon","Domenichino"
27,"A Woman and a Boy with Animals at a Ford","Karel Dujardin"
27,"Saint Lawrence prepared for Martyrdom","Adam Elsheimer"
27,"Saint Paul on Malta","Adam Elsheimer"
27,"Tobias and the Archangel Raphael","Adam Elsheimer"
27,"Cognoscenti in a Room hung with Pictures","Flemish"
27,"The Rest on the Flight into Egypt","Pier Francesco Mola"
27,"Women bathing in a Landscape","Cornelis van Poelenburgh"
27,"Orpheus","Roelandt Savery"
27,"Feeding the Hungry","Michael Sweerts"
27,"Refreshing the Thirsty","Michael Sweerts"
27,"The Schoolroom","Michael Sweerts"
28,"Still Life with Partridges","Willem van Aelst"
28,"Flowers in a Vase with Shells and Insects","Balthasar van der Ast"
28,"A Still Life of Flowers in a Wan-Li Vase","Ambrosius Bosschaert the Elder"
28,"Bouquet in a Clay Vase","Jan Brueghel the Elder"
28,"Flowers in a Glass Bottle on a Marble Plinth","Jan Davidsz. de Heem"
28,"Glass Vase with Flowers, with a Poppy and a Finch Nest","Jan van Huysum"
28,"Insects with Common Hawthorn and Forget-Me-Not","Jan van Kessel the Elder"
28,"Insects with Creeping Thistle and Borage","Jan van Kessel the Elder"
28,"Flowers in a Glass Vase with a Tulip","Rachel Ruysch"
28,"Flowers in a Vase","Rachel Ruysch"
28,"Still Life of Flowers in a Glass Vase on a Marble Ledge","Rachel Ruysch"
29,"A Rocky Italian Landscape with Herdsmen and Muleteers","Jan Both"
29,"A Landscape with the Judgement of Paris","Jan Both"
29,"Cardinal de Richelieu","Philippe de Champaigne"
29,"The Dream of Saint Joseph","Philippe de Champaigne"
29,"Triple Portrait of Cardinal de Richelieu","Philippe de Champaigne"
29,"A Seaport","Claude"
29,"Landscape with a Goatherd and Goats","Claude"
29,"Landscape with Cephalus and Procris reunited by Diana","Claude"
29,"Landscape with Hagar and the Angel","Claude"
29,"Seaport with the Embarkation of Saint Ursula","Claude"
29,"The Enchanted Castle","Claude"
29,"The Adoration of the Shepherds","The Le Nain Brothers"
29,"Three Men and a Boy","The Le Nain Brothers"
29,"Christ on the Cross with the Virgin and Saints","Eustache Le Sueur"
29,"A Bacchanalian Revel before a Term","Nicolas Poussin"
29,"Cephalus and Aurora","Nicolas Poussin"
29,"Eucharist","Nicolas Poussin"
29,"Landscape with a Man killed by a Snake","Nicolas Poussin"
29,"Landscape with a Man scooping Water from a Stream","Nicolas Poussin"
29,"Landscape with Travellers Resting","Nicolas Poussin"
29,"Marriage","Nicolas Poussin"
29,"Nymph with Satyrs","Nicolas Poussin"
29,"The Adoration of the Golden Calf","Nicolas Poussin"
29,"The Adoration of the Shepherds","Nicolas Poussin"
29,"The Annunciation","Nicolas Poussin"
29,"The Nurture of Bacchus","Nicolas Poussin"
29,"The Triumph of Pan","Nicolas Poussin"
29,"The Triumph of Silenus","Nicolas Poussin"
30,"The Immaculate Conception","Alonso Cano"
30,"Saint Bartholomew","Bernardo Cavallino"
30,"Don Adrián Pulido Pareja","Juan Bautista Martínez del Mazo"
30,"A Peasant Boy leaning on a Sill","Bartolomé Esteban Murillo"
30,"A Young Man Drinking","Bartolomé Esteban Murillo"
30,"Christ healing the Paralytic at the Pool of Bethesda","Bartolomé Esteban Murillo"
30,"Self Portrait","Bartolomé Esteban Murillo"
30,"The Heavenly and Earthly Trinities","Bartolomé Esteban Murillo"
30,"The Infant Saint John with the Lamb","Bartolomé Esteban Murillo"
30,"Jacob with the Flock of Laban","Jusepe de Ribera"
30,"Saint Jerome","Jusepe de Ribera"
30,"The Lamentation over the Dead Christ","Jusepe de Ribera"
30,"The Immaculate Conception with Two Donors","Juan de Valdes Leal"
30,"The Sacrifice of Isaac","Juan de Valdes Leal"
30,"Christ contemplated by the Christian Soul","Diego Velázquez"
30,"Christ in the House of Martha and Mary","Diego Velázquez"
30,"Philip IV hunting Wild Boar (La Tela Real)","Diego Velázquez"
30,"Philip IV of Spain","Diego Velázquez"
30,"Philip IV of Spain in Brown and Silver","Diego Velázquez"
30,"Portrait of Archbishop Fernando de Valdés","Diego Velázquez"
30,"Saint John the Evangelist on the Island of Patmos","Diego Velázquez"
30,"The Immaculate Conception","Diego Velázquez"
30,"The Toilet of Venus ('The Rokeby Venus')","Diego Velázquez"
30,"Saint Francis in Meditation","Francisco de Zurbarán"
31,"Venus with Mercury and Cupid ('The School of Love')","Correggio"
31,"Cupid and Psyche","Anthony van Dyck"
31,"Equestrian Portrait of Charles I","Anthony van Dyck"
31,"Queen Henrietta Maria","Anthony van Dyck"
31,"Joseph and Potiphar’s Wife","Orazio Gentileschi"
31,"The Finding of Moses","Orazio Gentileschi"
31,"Minerva protects Pax from Mars ('Peace and War')","Peter Paul Rubens"
31,"Esther before Ahasuerus","Jacopo Tintoretto"
32,"The Angel appears to Hagar and Ishmael","Gioacchino Assereto"
32,"An Old Man holding a Pilgrim-Bottle","Pietro Bellotti"
32,"Boy bitten by a Lizard","Michelangelo Merisi da Caravaggio"
32,"Salome receives the Head of John the Baptist","Michelangelo Merisi da Caravaggio"
32,"The Supper at Emmaus","Michelangelo Merisi da Caravaggio"
32,"Susannah and the Elders","Ludovico Carracci"
32,"Christ driving the Traders from the Temple","Bernardo Cavallino"
32,"Saint Cecilia","Pietro da Cortona"
32,"The Adoration of the Kings","Carlo Dolci"
32,"Saint John the Evangelist","Domenichino"
32,"Self Portrait as Saint Catherine of Alexandria","Artemisia Gentileschi"
32,"The Rest on the Flight into Egypt","Orazio Gentileschi"
32,"Perseus turning Phineus and his Followers to Stone","Luca Giordano"
32,"Elijah fed by Ravens","Guercino"
32,"King David","Guercino"
32,"Saint Gregory the Great with Jesuit Saints","Guercino"
32,"The Cumaean Sibyl with a Putto","Guercino"
32,"The Incredulity of Saint Thomas","Guercino"
32,"The Samian Sibyl with a Putto","Guercino"
32,"Christ before the High Priest","Gerrit van Honthorst"
32,"Judith in the Tent of Holofernes","Johann Liss"
32,"Lot and his Daughters leaving Sodom","Guido Reni"
32,"Saint Mary Magdalene","Guido Reni"
32,"Susannah and the Elders","Guido Reni"
32,"The Adoration of the Shepherds","Guido Reni"
32,"The Rape of Europa","Guido Reni"
32,"Landscape with Mercury and the Dishonest Woodsman","Salvator Rosa"
32,"Landscape with Travellers asking the Way","Salvator Rosa"
32,"Philosophy","Salvator Rosa"
32,"Self Portrait as Pascariello","Salvator Rosa"
32,"Witches at their Incantations","Salvator Rosa"
32,"The Virgin and Child Embracing","Sassoferrato"
32,"The Virgin in Prayer","Sassoferrato"
32,"Dido receiving Aeneas and Cupid disguised as Ascanius","Francesco Solimena"
32,"A Personification of Fame","Bernardo Strozzi"
